timestamp,profile_1,profile_2,profile_3,profile_4,profile_5,profile_6,profile_7,profile_8,profile_9,profile_10,profile_11
26/02/2017 3:30,0,0,0,0,0,0,0,0,0,0,0
26/02/2017 4:00,0,0,0,0,0,0,0,0,0,0,0
26/02/2017 4:30,0,0,0,0,0,0,0,0,0,0,0
26/02/2017 5:00,0,0,0,0,0,0,0,0,0,0,0
26/02/2017 5:30,0,0,0,0,0,0,0,0,0,0,0
26/02/2017 6:00,0.003553005,0.003553005,0.003553005,0.003553005,0.003553005,0.003553005,0.003553005,0.003553005,0.003553005,0.003553005,0.003553005
26/02/2017 6:30,0.023523041,0.023523041,0.023523041,0.023523041,0.023523041,0.023523041,0.023523041,0.023523041,0.023523041,0.023523041,0.023523041
26/02/2017 7:00,0.063444426,0.063444426,0.063444426,0.063444426,0.063444426,0.063444426,0.063444426,0.063444426,0.063444426,0.063444426,0.063444426
26/02/2017 7:30,0.101722371,0.101722371,0.101722371,0.101722371,0.101722371,0.101722371,0.101722371,0.101722371,0.101722371,0.101722371,0.101722371
26/02/2017 8:00,0.132877758,0.132877758,0.132877758,0.132877758,0.132877758,0.132877758,0.132877758,0.132877758,0.132877758,0.132877758,0.132877758
26/02/2017 8:30,0.155646496,0.155646496,0.155646496,0.155646496,0.155646496,0.155646496,0.155646496,0.155646496,0.155646496,0.155646496,0.155646496
26/02/2017 9:00,0.195606224,0.195606224,0.195606224,0.195606224,0.195606224,0.195606224,0.195606224,0.195606224,0.195606224,0.195606224,0.195606224
